3052435,남대문타운,D,소매,D05,의복의류,D05A09,남성의류전문점,세종특별자치시 세종특별자치시 조치원읍 원리 5-7,세종특별자치시 세종특별자치시 조치원읍 새내10길 29,339883,30027,127.2998648,36.6006396
20134850,이삭토스트,Q,음식,Q07,패스트푸드,Q07A10,토스트전문,세종특별자치시 세종특별자치시 조치원읍 서창리 208,세종특별자치시 세종특별자치시 조치원읍 세종로 2511,339700,30019,127.2910008,36.61169005
20153240,터미널제과점,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,세종특별자치시 세종특별자치시 조치원읍 상리 96,세종특별자치시 세종특별자치시 조치원읍 조치원로 54,339881,30026,127.3026257,36.60186341
20287708,먹골분식,Q,음식,Q04,분식,Q04A01,라면김밥분식,세종특별자치시 세종특별자치시 조치원읍 정리 39-5,세종특별자치시 세종특별자치시 조치원읍 조치원6길 41,339882,30027,127.2998628,36.59963024
20498362,먹거리코너,D,소매,D03,종합소매점,D03B10,할인점,세종특별자치시 세종특별자치시 조치원읍 번암리 53,세종특별자치시 세종특별자치시 조치원읍 허만석로 60,339804,30036,127.2977252,36.58636991
20583284,북경깐풍기깐치호,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,세종특별자치시 세종특별자치시 조치원읍 신안리 343-2,세종특별자치시 세종특별자치시 조치원읍 섭골길 74,339886,30016,127.2870962,36.61690276
21627002,강동부동산,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 침산리 89,세종특별자치시 세종특별자치시 조치원읍 충현로 159,339752,30021,127.2941772,36.60292216
21596742,중부LPG가스,D,소매,D25,기타판매업,D25A12,LPG판매,세종특별자치시 세종특별자치시 조치원읍 신안리 468-2,세종특별자치시 세종특별자치시 조치원읍 봉신길 71-31,339886,30016,127.2780356,36.61507283
21582635,소망카쎈타,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,세종특별자치시 세종특별자치시 조치원읍 죽림리 279-5,세종특별자치시 세종특별자치시 조치원읍 충현로 16,339884,30034,127.2994412,36.5906247
21715501,브랜드업,F,생활서비스,F12,광고/인쇄,F12A03,광고물제작,세종특별자치시 세종특별자치시 조치원읍 신안리 300,세종특별자치시 세종특별자치시 조치원읍 세종로 2639,339701,30016,127.2880984,36.61976556
21779906,밝은아이들,R,학문/교육,R07,학원-예능취미체육,R07A20,태권도장,세종특별자치시 세종특별자치시 조치원읍 신흥리 279-1,세종특별자치시 세종특별자치시 조치원읍 세종로 2342,339807,30029,127.2912205,36.59623568
21947260,씨월드수족관,D,소매,D04,취미/오락관련소매,D04A13,수족관,세종특별자치시 세종특별자치시 조치원읍 교리 16-11,세종특별자치시 세종특별자치시 조치원읍 새내14길 19,339801,30024,127.298823,36.60337315
22014305,혜선꽃집,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,세종특별자치시 세종특별자치시 조치원읍 서창리 76-1,세종특별자치시 세종특별자치시 조치원읍 충현로 230-2,339806,30018,127.2939168,36.60941831
21991765,상희공인중개사,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 침산리 256-11,세종특별자치시 세종특별자치시 조치원읍 행복4길 39,339887,30021,127.2940818,36.60481412
22008761,웅진싱크빅학습센터세종센터,R,학문/교육,R13,학문교육기타,R13A01,학습지보급,세종특별자치시 세종특별자치시 조치원읍 신흥리 77-6,세종특별자치시 세종특별자치시 조치원읍 대첩로 17,339807,30034,127.2941905,36.59532506
22015347,신흥슈퍼,D,소매,D03,종합소매점,D03A02,수퍼마켓,세종특별자치시 세종특별자치시 조치원읍 침산리 167-6,세종특별자치시 세종특별자치시 조치원읍 침천길 29,339887,30029,127.2959311,36.59811107
21943744,보화수산,D,소매,D01,음/식료품소매,D01A10,어물상,세종특별자치시 세종특별자치시 조치원읍 정리 23,세종특별자치시 세종특별자치시 조치원읍 조치원8길 34-7,339882,30027,127.3003408,36.59991242
22016934,동양철물점,D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,세종특별자치시 세종특별자치시 조치원읍 명리 2-2,세종특별자치시 세종특별자치시 조치원읍 장안로 15,339803,30026,127.3014556,36.60023438
21943962,연기가축병원,S,의료,S04,수의업,S04A02,동물병원,세종특별자치시 세종특별자치시 조치원읍 상리 18-9,세종특별자치시 세종특별자치시 조치원읍 조치원로 61-1,339881,30025,127.3032555,36.60267818
22008216,현대자동차AS서창점,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,세종특별자치시 세종특별자치시 조치원읍 서창리 93-14,세종특별자치시 세종특별자치시 조치원읍 새내로 197-4,339806,30017,127.2963169,36.60977496
22029235,귀뚜라미보일러조치원대리점,D,소매,D21,철물/난방/건설자재소매,D21A02,보일러/냉난방용품,세종특별자치시 세종특별자치시 조치원읍 번암리 68-6,세종특별자치시 세종특별자치시 조치원읍 허만석로 61,339804,30037,127.29697,36.58707741
22025187,모든정보,D,소매,D08,사무/문구/컴퓨터,D08A03,컴퓨터/사무용기기종합,세종특별자치시 세종특별자치시 조치원읍 죽림리 228-12,세종특별자치시 세종특별자치시 조치원읍 죽림로 60,339884,30037,127.2981322,36.59201387
22024145,제일신경과의원,S,의료,S01,병원,S01B15,신경외과,세종특별자치시 세종특별자치시 조치원읍 정리 87-19,세종특별자치시 세종특별자치시 조치원읍 새내로 88-1,339882,30027,127.2986437,36.59971319
22024155,루마썬팅카매니아,D,소매,D23,자동차/자동차용품,D23A11,자동차유리전문점,세종특별자치시 세종특별자치시 조치원읍 번암리 137-4,세종특별자치시 세종특별자치시 조치원읍 번암안동네길 6,339804,30040,127.2924226,36.58331049
22024221,새로나전자,D,소매,D12,가전제품소매,D12A01,일반가전제품,세종특별자치시 세종특별자치시 조치원읍 정리 2,세종특별자치시 세종특별자치시 조치원읍 새내10길 50,339882,30027,127.3009613,36.60051086
22035487,번영슈퍼마켓,D,소매,D03,종합소매점,D03A02,수퍼마켓,세종특별자치시 세종특별자치시 조치원읍 번암리 69-9,세종특별자치시 세종특별자치시 조치원읍 허만석로 57-1,339804,30037,127.2967708,36.58686896
22029926,국제카센타,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,세종특별자치시 세종특별자치시 조치원읍 신안리 173-14,세종특별자치시 세종특별자치시 조치원읍 안터길 8,339886,30016,127.2895858,36.62580349
22033407,굴다리목재소,D,소매,D21,철물/난방/건설자재소매,D21A03,목제품판매,세종특별자치시 세종특별자치시 조치원읍 남리 123-7,세종특별자치시 세종특별자치시 조치원읍 으뜸길 110,339802,30028,127.2977903,36.59645481
22183553,웰빙코스메틱,F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,세종특별자치시 세종특별자치시 조치원읍 침산리 89,세종특별자치시 세종특별자치시 조치원읍 충현로 159,339752,30021,127.2941772,36.60292216
22458807,대림혼다조치원대리점,F,생활서비스,F14,자동차/이륜차,F14A03,오토바이판매/수리,세종특별자치시 세종특별자치시 조치원읍 죽림리 264-5,세종특별자치시 세종특별자치시 조치원읍 죽림본로 3,339884,30037,127.2984154,36.59160098
22461878,장미꽃집,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,세종특별자치시 세종특별자치시 조치원읍 남리 63-22,세종특별자치시 세종특별자치시 조치원읍 새내6길 38,339802,30027,127.3007565,36.59843688
22474613,역전용역,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,세종특별자치시 세종특별자치시 조치원읍 원리 141-8,세종특별자치시 세종특별자치시 조치원읍 보람길 5,339883,30028,127.2967017,36.600639
22485221,세종경매공인중개사사무소,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 정리 20-2,세종특별자치시 세종특별자치시 조치원읍 장안길 19,339882,30027,127.3003659,36.59961517
22479372,금강보일러,D,소매,D21,철물/난방/건설자재소매,D21A02,보일러/냉난방용품,세종특별자치시 세종특별자치시 조치원읍 정리 22,세종특별자치시 세종특별자치시 조치원읍 조치원8길 38,339882,30027,127.30062,36.59994109
22538272,조형닭집,D,소매,D01,음/식료품소매,D01A04,닭집,세종특별자치시 세종특별자치시 조치원읍 신안리 244-1,세종특별자치시 세종특별자치시 조치원읍 운주산로 60,339758,30016,127.2892701,36.63583198
22462178,비마트슈퍼,D,소매,D03,종합소매점,D03A02,수퍼마켓,세종특별자치시 세종특별자치시 조치원읍 죽림리 92,세종특별자치시 세종특별자치시 조치원읍 산막2길 7,339757,30034,127.2968029,36.59318662
22491897,현대부품대리점,D,소매,D23,자동차/자동차용품,D23A06,자동차부품판매,세종특별자치시 세종특별자치시 조치원읍 서창리 93-15,세종특별자치시 세종특별자치시 조치원읍 새내로 197-7,339806,30017,127.2961312,36.60930524
22437710,르노삼성정비센타,F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,세종특별자치시 세종특별자치시 조치원읍 신안리 173-17,세종특별자치시 세종특별자치시 조치원읍 세종로 2685-21,339886,30016,127.2885654,36.62734747
22444723,경향신문조치원보급소,D,소매,D13,책/서적/도서,D13A06,잡지/신문소매,세종특별자치시 세종특별자치시 조치원읍 죽림리 3-1,세종특별자치시 세종특별자치시 조치원읍 충현로 58-16,339884,30034,127.2978378,36.59490501
22445809,부동산컨설팅,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 죽림리 2-1,세종특별자치시 세종특별자치시 조치원읍 충현로 58-20,339884,30034,127.2977807,36.59504887
22436234,세종청과,D,소매,D01,음/식료품소매,D01A13,청과물소매,세종특별자치시 세종특별자치시 조치원읍 원리 141-38,세종특별자치시 세종특별자치시 조치원읍 으뜸길 183,339883,30028,127.2969443,36.59977528
22433288,우성종합건재,D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,세종특별자치시 세종특별자치시 조치원읍 번암리 73-2,세종특별자치시 세종특별자치시 조치원읍 군청로 16-2,339804,30037,127.2950197,36.58648912
22439006,중앙인쇄사,F,생활서비스,F12,광고/인쇄,F12A01,인쇄종합,세종특별자치시 세종특별자치시 조치원읍 명리 54-6,세종특별자치시 세종특별자치시 조치원읍 새내8길 83,339803,30026,127.3030679,36.59991939
22439008,대부인력공사,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,세종특별자치시 세종특별자치시 조치원읍 정리 102-16,세종특별자치시 세종특별자치시 조치원읍 새내7길 10,339882,30028,127.2978874,36.5993032
22884471,신라이용원,F,생활서비스,F01,이/미용/건강,F01A04,남성미용실,세종특별자치시 세종특별자치시 조치원읍 정리 12,세종특별자치시 세종특별자치시 조치원읍 장안로 20,339882,30027,127.3012566,36.59998989
22949194,짜짜루,Q,음식,Q02,중식,Q02A00,중국음식/중국집,세종특별자치시 세종특별자치시 조치원읍 침산리 89,세종특별자치시 세종특별자치시 조치원읍 충현로 159,339752,30021,127.2941772,36.60292216
23186054,카페예,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,세종특별자치시 세종특별자치시 조치원읍 남리 298,세종특별자치시 세종특별자치시 조치원읍 새내2길 21-2,339802,30027,127.3003566,36.59692952
23407872,덕이네웰빙맷돌빈대떡,Q,음식,Q01,한식,Q01A13,파전전문,세종특별자치시 세종특별자치시 조치원읍 침산리 257-16,세종특별자치시 세종특별자치시 조치원읍 행복4길 25,339887,30021,127.2925853,36.60467007
23373787,오봉자싸롱,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,세종특별자치시 세종특별자치시 조치원읍 침산리 257-13,세종특별자치시 세종특별자치시 조치원읍 행복4길 29,339887,30021,127.2930208,36.60471771
23379435,화성침공,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A08,전자오락실,세종특별자치시 세종특별자치시 조치원읍 원리 10-9,세종특별자치시 세종특별자치시 조치원읍 으뜸길 232,339883,30023,127.2968695,36.60185662
23386496,황소,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,세종특별자치시 세종특별자치시 조치원읍 원리 15-1,세종특별자치시 세종특별자치시 조치원읍 조치원5길 21,339883,30024,127.2990787,36.60228419
23401411,선희네반찬,D,소매,D01,음/식료품소매,D01A07,반찬가게,세종특별자치시 세종특별자치시 조치원읍 원리 4-15,세종특별자치시 세종특별자치시 조치원읍 조치원로 26,339883,30027,127.2995681,36.60131376
23406287,파파떡볶이,Q,음식,Q04,분식,Q04A03,떡볶이전문,세종특별자치시 세종특별자치시 조치원읍 번암리 53-6,세종특별자치시 세종특별자치시 조치원읍 허만석로 60-1,339804,30036,127.2981245,36.58669669
23435653,예성텔레콤,D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,세종특별자치시 세종특별자치시 조치원읍 원리 6-10,세종특별자치시 세종특별자치시 조치원읍 조치원4길 5,339883,30027,127.2987875,36.60111992
23357159,핑크노래궁,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,세종특별자치시 세종특별자치시 조치원읍 원리 2-8,세종특별자치시 세종특별자치시 조치원읍 조치원5길 12-17,339883,30024,127.3000637,36.60213677
23361188,형제칼라,F,생활서비스,F06,사진,F06A01,사진관,세종특별자치시 세종특별자치시 조치원읍 원리 9-26,세종특별자치시 세종특별자치시 조치원읍 조치원1길 6,339883,30023,127.2975106,36.60141881
23443817,아우라디자인연구소,F,생활서비스,F13,기타서비스업,F13A11,패션디자인,세종특별자치시 세종특별자치시 조치원읍 신안리 300,세종특별자치시 세종특별자치시 조치원읍 세종로 2639,339701,30016,127.2880984,36.61976556
23342991,김밥천국,Q,음식,Q04,분식,Q04A01,라면김밥분식,세종특별자치시 세종특별자치시 조치원읍 원리 11-9,세종특별자치시 세종특별자치시 조치원읍 으뜸길 208,339883,30028,127.297058,36.60079431
23350492,스머프통신,D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,세종특별자치시 세종특별자치시 조치원읍 원리 95-3,세종특별자치시 세종특별자치시 조치원읍 장안로 10-5,339883,30027,127.3011604,36.60074634
23323940,세종쌈밥,Q,음식,Q01,한식,Q01A10,쌈밥전문,세종특별자치시 세종특별자치시 조치원읍 침산리 54-2,세종특별자치시 세종특별자치시 조치원읍 행복8길 7,339887,30021,127.2916304,36.60274483
23723843,보현상사,D,소매,D23,자동차/자동차용품,D23A06,자동차부품판매,세종특별자치시 세종특별자치시 조치원읍 남리 179-1,세종특별자치시 세종특별자치시 조치원읍 배수장길 8,339802,30035,127.3035634,36.59204573
23873189,목화아파트관리소,F,생활서비스,F02,세탁/가사서비스,F02A05,청소/소독,세종특별자치시 세종특별자치시 조치원읍 남리 12-1,세종특별자치시 세종특별자치시 조치원읍 오구미3길 7-7,339802,30026,127.3033917,36.59872267
24340435,연기군한우연기애,D,소매,D01,음/식료품소매,D01A13,청과물소매,세종특별자치시 세종특별자치시 조치원읍 신안리 35-13,세종특별자치시 세종특별자치시 조치원읍 신안새동네길 6,339886,30016,127.2921854,36.61417541
25233921,삼백석,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,세종특별자치시 세종특별자치시 조치원읍 죽림리 393,세종특별자치시 세종특별자치시 조치원읍 도장말길 30,339757,30037,127.2974675,36.59014445
25305920,꼬모네반찬,D,소매,D01,음/식료품소매,D01A07,반찬가게,세종특별자치시 세종특별자치시 조치원읍 정리 25-1,세종특별자치시 세종특별자치시 조치원읍 새내10길 40,339882,30027,127.3004704,36.60041786
25289873,먹보왕만두,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,세종특별자치시 세종특별자치시 조치원읍 정리 83-4,세종특별자치시 세종특별자치시 조치원읍 새내10길 8,339882,30027,127.2987062,36.60021824
25445116,상리손두부,Q,음식,Q01,한식,Q01A11,두부요리전문,세종특별자치시 세종특별자치시 조치원읍 원리 6-23,세종특별자치시 세종특별자치시 조치원읍 새내10길 21,339883,30027,127.2994299,36.6005289
25400740,예술컷,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,세종특별자치시 세종특별자치시 조치원읍 죽림리 32-5,세종특별자치시 세종특별자치시 조치원읍 충현로 61-1,339884,30034,127.2973172,36.59438826
25419703,일호식당,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,세종특별자치시 세종특별자치시 조치원읍 침산리 133-13,세종특별자치시 세종특별자치시 조치원읍 충현로 149,339887,30022,127.2946573,36.60175343
25456727,깜돌이짬뽕,Q,음식,Q02,중식,Q02A00,중국음식/중국집,세종특별자치시 세종특별자치시 조치원읍 신흥리 48-2,세종특별자치시 세종특별자치시 조치원읍 충현로 91,339807,30029,127.2953964,36.59668401
25411458,명품옷수선,F,생활서비스,F03,개인/가정용품수리,F03A08,옷수선,세종특별자치시 세종특별자치시 조치원읍 정리 59-1,세종특별자치시 세종특별자치시 조치원읍 새내8길 22-13,339882,30027,127.3003532,36.59854266
25351555,주방팩토리,D,소매,D07,가정/주방/인테리어,D07A02,주방용품,세종특별자치시 세종특별자치시 조치원읍 번암리 106-6,세종특별자치시 세종특별자치시 조치원읍 비로봉길 2,339804,30036,127.2962249,36.58545084
25334662,성인용품,D,소매,D25,기타판매업,D25A11,성인용품판매,세종특별자치시 세종특별자치시 조치원읍 번암리 110-1,세종특별자치시 세종특별자치시 조치원읍 허만석로 35,339804,30037,127.2953217,36.58523822
25346047,세원꽃집,D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,세종특별자치시 세종특별자치시 조치원읍 정리 83-4,세종특별자치시 세종특별자치시 조치원읍 새내10길 8,339882,30027,127.2987062,36.60021824
25503874,명동세탁소,F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,세종특별자치시 세종특별자치시 조치원읍 죽림리 393,세종특별자치시 세종특별자치시 조치원읍 도장말길 30,339757,30037,127.2974675,36.59014445
25569303,여자인력,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,세종특별자치시 세종특별자치시 조치원읍 교리 14-6,세종특별자치시 세종특별자치시 조치원읍 새내로 127,339801,30023,127.2976171,36.60323086
25518005,자주다실,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,세종특별자치시 세종특별자치시 조치원읍 정리 18-2,세종특별자치시 세종특별자치시 조치원읍 장안로 18-9,339882,30027,127.3008992,36.59996076
25575668,중앙인력개발,F,생활서비스,F05,인력/고용/용역알선,F05A02,인력공급/고용알선,세종특별자치시 세종특별자치시 조치원읍 교리 14-6,세종특별자치시 세종특별자치시 조치원읍 새내로 127,339801,30023,127.2976171,36.60323086
25493068,동춘성식당,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,세종특별자치시 세종특별자치시 조치원읍 명리 80-2,세종특별자치시 세종특별자치시 조치원읍 장안2길 30,339803,30026,127.3024979,36.59991605
25577275,세종모범공인중개사,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 침산리 270-1,세종특별자치시 세종특별자치시 조치원읍 행복길 4,339887,30021,127.2901856,36.60306067
25532262,세종쌈밥,Q,음식,Q01,한식,Q01A10,쌈밥전문,세종특별자치시 세종특별자치시 조치원읍 침산리 255-11,세종특별자치시 세종특별자치시 조치원읍 행복5길 31-6,339887,30021,127.2933609,36.60541366
25483244,음악예술원,N,관광/여가/오락,N03,연극/영화/극장,N03A06,연극/음악/예술관련기타,세종특별자치시 세종특별자치시 조치원읍 명리 80-4,세종특별자치시 세종특별자치시 조치원읍 새내8길 71,339803,30026,127.302398,36.59984337
25487661,종합컨설턴트,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 죽림리 234-5,세종특별자치시 세종특별자치시 조치원읍 충현로 31,339884,30037,127.2983562,36.59197013
25537043,실용음악학원,R,학문/교육,R05,학원-음악미술무용,R05A02,피아노/바이올린/기타,세종특별자치시 세종특별자치시 조치원읍 교리 14-12,세종특별자치시 세종특별자치시 조치원읍 새내로 133,339801,30023,127.2973329,36.60375189
25484926,아기&가족사랑,F,생활서비스,F06,사진,F06A01,사진관,세종특별자치시 세종특별자치시 조치원읍 죽림리 254-2,세종특별자치시 세종특별자치시 조치원읍 충현로 28,339884,30034,127.2990302,36.59158657
4222303,동방전기,D,소매,D07,가정/주방/인테리어,D07A10,조명기구/전기용품,세종특별자치시 세종특별자치시 조치원읍 정리 39-13,세종특별자치시 세종특별자치시 조치원읍 장안길 16,339882,30027,127.3000404,36.59975745
4285636,olleh,D,소매,D25,기타판매업,D25A23,통신판매,세종특별자치시 세종특별자치시 조치원읍 침산리 262-8,세종특별자치시 세종특별자치시 조치원읍 행복길 25,339887,30021,127.2924387,36.60358775
3605681,조치원열쇄,D,소매,D21,철물/난방/건설자재소매,D21A07,열쇠판매/수리,세종특별자치시 세종특별자치시 조치원읍 정리 87-24,세종특별자치시 세종특별자치시 조치원읍 새내로 88-2,339882,30027,127.2985776,36.59961367
4221541,킹PC,N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A01,인터넷PC방,세종특별자치시 세종특별자치시 조치원읍 남리 301,세종특별자치시 세종특별자치시 조치원읍 새내2길 17,339802,30027,127.2997875,36.59682704
4163681,대전주단,D,소매,D05,의복의류,D05A18,섬유/직물/주단,세종특별자치시 세종특별자치시 조치원읍 상리 163-3,세종특별자치시 세종특별자치시 조치원읍 장안로 7,339881,30026,127.3014149,36.60103622
4253061,한국EMI학원,R,학문/교육,R09,학원기타,R09A11,학원-기타,세종특별자치시 세종특별자치시 조치원읍 침산리 256-7,세종특별자치시 세종특별자치시 조치원읍 충현로 191,339887,30021,127.2939532,36.60542618
3891096,미광당,D,소매,D21,철물/난방/건설자재소매,D21A07,열쇠판매/수리,세종특별자치시 세종특별자치시 조치원읍 정리 44-8,세종특별자치시 세종특별자치시 조치원읍 장안로 32,339882,30027,127.3013666,36.59895415
4057919,넥센타이어,D,소매,D23,자동차/자동차용품,D23A04,타이어판매,세종특별자치시 세종특별자치시 조치원읍 번암리 105-1,세종특별자치시 세종특별자치시 조치원읍 주막거리길 3-1,339804,30037,127.2953738,36.58565309
4111976,태양파닭,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,세종특별자치시 세종특별자치시 조치원읍 원리 5-3,세종특별자치시 세종특별자치시 조치원읍 조치원6길 13-2,339883,30027,127.2996844,36.60080977
4245495,오징어짱,Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,세종특별자치시 세종특별자치시 조치원읍 침산리 270-9,세종특별자치시 세종특별자치시 조치원읍 행복8길 2,339887,30021,127.2912916,36.60313033
3081743,명동부동산,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 명리 54-6,세종특별자치시 세종특별자치시 조치원읍 새내8길 83,339803,30026,127.3030679,36.59991939
3254257,세종농가구전문땅,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 번암리 139-3,세종특별자치시 세종특별자치시 조치원읍 허만석로 13-5,339804,30038,127.2933164,36.5833248
3139225,회뜨는집,Q,음식,Q03,일식/수산물,Q03A01,횟집,세종특별자치시 세종특별자치시 조치원읍 정리 66-1,세종특별자치시 세종특별자치시 조치원읍 새내8길 18,339882,30027,127.2994301,36.59926721
3159228,청주해장국,Q,음식,Q01,한식,Q01A05,해장국/감자탕,세종특별자치시 세종특별자치시 조치원읍 원리 141-4,세종특별자치시 세종특별자치시 조치원읍 으뜸길 227-2,339883,30023,127.2962894,36.60173604
3232283,형제마트,D,소매,D03,종합소매점,D03A02,수퍼마켓,세종특별자치시 세종특별자치시 조치원읍 남리 68-6,세종특별자치시 세종특별자치시 조치원읍 장안로 48,339802,30027,127.3014365,36.59739547
3201883,연남고추방앗간,F,생활서비스,F02,세탁/가사서비스,F02A04,방앗간/정미소,세종특별자치시 세종특별자치시 조치원읍 원리 5-3,세종특별자치시 세종특별자치시 조치원읍 조치원6길 13-2,339883,30027,127.2996844,36.60080977
3280555,다복부동산,L,부동산,L01,부동산중개,L01A01,부동산중개,세종특별자치시 세종특별자치시 조치원읍 죽림리 197-2,세종특별자치시 세종특별자치시 조치원읍 도장말길 34,339884,30037,127.296977,36.59000638
3311198,가마솥누릉지,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,세종특별자치시 세종특별자치시 조치원읍 남리 355,세종특별자치시 세종특별자치시 조치원읍 새내2길 28,339802,30035,127.3005165,36.59654294
